date,fac_b,total_vehicles,cash,ezpass,violation,autos,small_t,large_t,buses,violationrate,avg_speed,delta,awnd,prcp,snow,snwd,tmax,tmin,severe_event_count,severe_flag,gas_price,ezpass_ratio,high_violation
1/23/2015,Holland,42632,7671,33860,1101,40457,1520,18,637,0.025825671,null,null,7.16,0,0,0,40,25,3,1,null,0.794239069,0
1/23/2015,Lincoln,52249,6974,43688,1587,41776,2974,588,6911,0.030373787,null,null,7.16,0,0,0,40,25,3,1,null,0.836149974,0
1/23/2015,Outerbridge,38956,4050,33374,1532,36079,1249,1528,100,0.03932642,null,null,7.16,0,0,0,40,25,3,1,null,0.856710135,0
1/24/2015,Bayonne,3781,581,3109,91,3644,89,39,9,0.024067707,null,null,9.17,0.63,5.1,5.1,38,32,9,1,null,0.822269241,0
1/24/2015,GWB Lower,32013,5762,24738,1513,31772,54,17,170,0.04726205,null,null,9.17,0.63,5.1,5.1,38,32,9,1,null,0.772748571,0
1/24/2015,GWB PIP,10628,1131,9160,337,10587,18,9,14,0.031708694,null,null,9.17,0.63,5.1,5.1,38,32,9,1,null,0.861874294,0
1/24/2015,GWB Upper,40304,10760,28597,948,35853,1321,2608,522,0.023521239,null,null,9.17,0.63,5.1,5.1,38,32,9,1,null,0.709532553,0
1/24/2015,Goethals,23869,4653,18528,688,22795,507,495,72,0.028823998,null,null,9.17,0.63,5.1,5.1,38,32,9,1,null,0.77623696,0
1/24/2015,Holland,29443,6400,22299,744,28711,509,16,207,0.025269164,null,null,9.17,0.63,5.1,5.1,38,32,9,1,null,0.757361682,0
1/24/2015,Lincoln,37587,6480,29897,1210,33417,988,208,2974,0.032191981,null,null,9.17,0.63,5.1,5.1,38,32,9,1,null,0.795407987,0
1/24/2015,Outerbridge,23925,3103,19809,1013,22849,446,549,81,0.042340648,null,null,9.17,0.63,5.1,5.1,38,32,9,1,null,0.827962382,0
1/25/2015,Bayonne,4700,678,3898,124,4576,83,25,16,0.026382979,null,null,12.75,0,0,3.1,42,29,0,0,null,0.829361702,0
1/25/2015,GWB Lower,45893,7556,36542,1795,45614,51,7,221,0.039112719,null,null,12.75,0,0,3.1,42,29,0,0,null,0.796243436,0
1/25/2015,GWB PIP,17715,1674,15601,440,17687,12,3,13,0.024837708,null,null,12.75,0,0,3.1,42,29,0,0,null,0.880666102,0
1/25/2015,GWB Upper,55144,13818,40190,1136,51179,741,2707,517,0.020600609,null,null,12.75,0,0,3.1,42,29,0,0,null,0.728819092,0
1/25/2015,Goethals,33083,5776,26570,737,32311,300,381,91,0.022277303,null,null,12.75,0,0,3.1,42,29,0,0,null,0.803131518,0
1/25/2015,Holland,36700,7845,28107,748,36177,286,6,231,0.020381471,null,null,12.75,0,0,3.1,42,29,0,0,null,0.765858311,0
1/25/2015,Lincoln,43566,7268,35283,1015,40079,548,148,2791,0.023297985,null,null,12.75,0,0,3.1,42,29,0,0,null,0.809874673,0
1/25/2015,Outerbridge,35454,4301,29944,1209,34767,246,349,92,0.034100525,null,null,12.75,0,0,3.1,42,29,0,0,null,0.844587353,0
1/26/2015,Bayonne,6289,512,5583,194,5658,315,275,41,0.030847512,null,null,16.11,0.17,3,2,29,21,24,1,null,0.887740499,0
1/26/2015,GWB Lower,35234,4241,29570,1423,34931,95,20,188,0.040387126,null,null,16.11,0.17,3,2,29,21,24,1,null,0.839246183,0
1/26/2015,GWB PIP,12670,883,11390,397,12599,11,12,48,0.03133386,null,null,16.11,0.17,3,2,29,21,24,1,null,0.898973954,0
1/26/2015,GWB Upper,38283,7111,29923,1249,28492,3756,5391,644,0.032625447,null,null,16.11,0.17,3,2,29,21,24,1,null,0.781626309,0
1/26/2015,Goethals,25013,3223,20843,947,21668,1391,1631,323,0.037860313,null,null,16.11,0.17,3,2,29,21,24,1,null,0.833286691,0
1/26/2015,Holland,25512,4336,20443,733,23734,1250,54,474,0.028731577,null,null,16.11,0.17,3,2,29,21,24,1,null,0.801309188,0
1/26/2015,Lincoln,33569,3657,28787,1125,24875,2438,345,5911,0.033513063,null,null,16.11,0.17,3,2,29,21,24,1,null,0.857547142,0
1/26/2015,Outerbridge,23863,2176,20430,1257,21858,877,1043,85,0.05267569,null,null,16.11,0.17,3,2,29,21,24,1,null,0.856137116,0
1/27/2015,Bayonne,1393,144,1201,48,1286,50,46,11,0.034458004,null,null,17.22,0.23,3.5,7.9,29,19,2,1,null,0.862167983,0
1/27/2015,GWB Lower,10550,1724,8283,543,10467,36,14,33,0.051469194,null,null,17.22,0.23,3.5,7.9,29,19,2,1,null,0.785118483,0
1/27/2015,GWB PIP,4023,316,3566,141,3987,11,19,6,0.035048471,null,null,17.22,0.23,3.5,7.9,29,19,2,1,null,0.886403182,0
1/27/2015,GWB Upper,11279,2564,8320,395,9033,453,1571,222,0.035020835,null,null,17.22,0.23,3.5,7.9,29,19,2,1,null,0.737654047,0
1/27/2015,Goethals,5990,920,4801,269,5422,154,366,48,0.04490818,null,null,17.22,0.23,3.5,7.9,29,19,2,1,null,0.801502504,0
1/27/2015,Holland,7143,1402,5427,314,6889,175,24,55,0.043959121,null,null,17.22,0.23,3.5,7.9,29,19,2,1,null,0.759764805,0
1/27/2015,Lincoln,10218,1177,8663,379,7462,375,138,2243,0.037091407,null,null,17.22,0.23,3.5,7.9,29,19,2,1,null,0.847817577,0
1/27/2015,Outerbridge,5896,606,4846,444,5350,121,414,11,0.075305292,null,null,17.22,0.23,3.5,7.9,29,19,2,1,null,0.821913161,1
1/28/2015,Bayonne,7226,621,6406,199,6618,286,274,48,0.027539441,null,null,12.53,0,0,7.1,33,15,0,0,null,0.886520897,0
1/28/2015,GWB Lower,47175,5972,39507,1696,46774,116,12,273,0.035951245,null,null,12.53,0,0,7.1,33,15,0,0,null,0.83745628,0
1/28/2015,GWB PIP,17956,1321,16131,504,17857,11,3,85,0.028068612,null,null,12.53,0,0,7.1,33,15,0,0,null,0.898362664,0
1/28/2015,GWB Upper,48524,8040,39228,1257,36971,3678,7057,818,0.025904707,null,null,12.53,0,0,7.1,33,15,0,0,null,0.808424697,0
1/28/2015,Goethals,30380,3628,25669,1084,26672,1469,1893,346,0.035681369,null,null,12.53,0,0,7.1,33,15,0,0,null,0.844930876,0
1/28/2015,Holland,34950,5508,28538,904,33151,1287,17,495,0.025865522,null,null,12.53,0,0,7.1,33,15,0,0,null,0.816537911,0
1/28/2015,Lincoln,45123,4909,38929,1285,35451,2504,472,6696,0.028477716,null,null,12.53,0,0,7.1,33,15,0,0,null,0.862730758,0
1/28/2015,Outerbridge,30615,2786,26498,1331,28211,943,1380,81,0.043475421,null,null,12.53,0,0,7.1,33,15,0,0,null,0.865523436,0
1/29/2015,Bayonne,8084,675,7203,206,7345,348,347,44,0.025482434,null,null,4.47,0.03,0.2,5.9,32,12,0,0,null,0.891019297,0
1/29/2015,GWB Lower,54623,6780,45896,1947,54163,124,18,318,0.035644326,null,null,4.47,0.03,0.2,5.9,32,12,0,0,null,0.840232137,0
1/29/2015,GWB PIP,19053,1510,17029,514,18944,13,1,95,0.026977379,null,null,4.47,0.03,0.2,5.9,32,12,0,0,null,0.89377001,0
1/29/2015,GWB Upper,53399,8909,43003,1487,39383,4634,8580,802,0.027846963,null,null,4.47,0.03,0.2,5.9,32,12,0,0,null,0.805314706,0
1/29/2015,Goethals,35361,4338,29835,1188,30881,1675,2420,385,0.033596335,null,null,4.47,0.03,0.2,5.9,32,12,0,0,null,0.843726139,0
1/29/2015,Holland,41315,6395,33807,1113,39049,1662,23,581,0.026939368,null,null,4.47,0.03,0.2,5.9,32,12,0,0,null,0.818274235,0
1/29/2015,Lincoln,51582,5579,44579,1424,40997,3173,604,6808,0.027606529,null,null,4.47,0.03,0.2,5.9,32,12,0,0,null,0.864235586,0
1/29/2015,Outerbridge,35338,3230,30608,1500,32360,1287,1580,111,0.042447224,null,null,4.47,0.03,0.2,5.9,32,12,0,0,null,0.866149754,0
1/30/2015,Bayonne,8473,785,7449,239,7744,340,331,58,0.028207247,null,null,13.42,0.04,0.7,5.9,38,18,0,0,null,0.879145521,0
1/30/2015,GWB Lower,55022,8067,44841,2114,54494,158,19,351,0.038420995,null,null,13.42,0.04,0.7,5.9,38,18,0,0,null,0.814964923,0
1/30/2015,GWB PIP,18393,1716,16168,509,18281,32,0,80,0.027673571,null,null,13.42,0.04,0.7,5.9,38,18,0,0,null,0.879030066,0
1/30/2015,GWB Upper,57503,11157,44902,1446,44254,4498,7909,842,0.025146514,null,null,13.42,0.04,0.7,5.9,38,18,0,0,null,0.780863607,0
1/30/2015,Goethals,36676,5217,30353,1107,32313,1673,2300,390,0.030183226,null,null,13.42,0.04,0.7,5.9,38,18,0,0,null,0.827598429,0
1/30/2015,Holland,41051,7327,32747,977,38922,1526,29,574,0.023799664,null,null,13.42,0.04,0.7,5.9,38,18,0,0,null,0.797715037,0
1/30/2015,Lincoln,51496,6769,43338,1389,40866,3085,574,6971,0.026972969,null,null,13.42,0.04,0.7,5.9,38,18,0,0,null,0.841579929,0
1/30/2015,Outerbridge,36548,3816,31151,1581,33595,1251,1586,116,0.043258181,null,null,13.42,0.04,0.7,5.9,38,18,0,0,null,0.852331181,0
1/31/2015,Bayonne,4655,747,3781,127,4518,75,47,15,0.027282492,null,null,16.33,0,0,5.9,26,13,0,0,null,0.812244898,0
1/31/2015,GWB Lower,45224,8355,34963,1906,44941,71,12,200,0.042145763,null,null,16.33,0,0,5.9,26,13,0,0,null,0.7731072,0
1/31/2015,GWB PIP,16574,1811,14311,452,16541,8,1,24,0.02727163,null,null,16.33,0,0,5.9,26,13,0,0,null,0.863460842,0
1/31/2015,GWB Upper,60549,15517,43762,1271,54132,1949,3790,678,0.020991263,null,null,16.33,0,0,5.9,26,13,0,0,null,0.722753472,0
1/31/2015,Goethals,35321,6617,27737,967,33823,677,733,88,0.027377481,null,null,16.33,0,0,5.9,26,13,0,0,null,0.785283542,0
1/31/2015,Holland,39564,8604,30145,815,38604,685,7,268,0.020599535,null,null,16.33,0,0,5.9,26,13,0,0,null,0.761930037,0
1/31/2015,Lincoln,48703,8224,39204,1275,43924,1292,261,3226,0.026179085,null,null,16.33,0,0,5.9,26,13,0,0,null,0.80496068,0
1/31/2015,Outerbridge,35575,4525,29810,1240,34317,518,644,96,0.034855938,null,null,16.33,0,0,5.9,26,13,0,0,null,0.837947997,0
2/1/2015,Bayonne,4724,675,3916,133,4626,60,22,16,0.028154107,null,null,6.49,0.03,0.4,5.1,36,15,68,1,null,0.82895851,0
2/1/2015,GWB Lower,41002,6842,32363,1797,40760,44,9,189,0.04382713,null,null,6.49,0.03,0.4,5.1,36,15,68,1,null,0.789302961,0
2/1/2015,GWB PIP,16883,1573,14865,445,16810,14,1,58,0.026357875,null,null,6.49,0.03,0.4,5.1,36,15,68,1,null,0.88047148,0
2/1/2015,GWB Upper,52544,13644,37793,1107,48318,821,2904,501,0.021068057,null,null,6.49,0.03,0.4,5.1,36,15,68,1,null,0.719263855,0
2/1/2015,Goethals,30213,5626,23891,696,29426,318,381,88,0.023036441,null,null,6.49,0.03,0.4,5.1,36,15,68,1,null,0.790752325,0
2/1/2015,Holland,34370,7467,26216,687,33848,298,5,219,0.019988362,null,null,6.49,0.03,0.4,5.1,36,15,68,1,null,0.762758219,0
2/1/2015,Lincoln,40093,6706,32471,916,36645,539,132,2777,0.022846881,null,null,6.49,0.03,0.4,5.1,36,15,68,1,null,0.809892001,0
2/1/2015,Outerbridge,31919,3967,26939,1013,31216,245,375,83,0.031736583,null,null,6.49,0.03,0.4,5.1,36,15,68,1,null,0.843980075,0
2/2/2015,Bayonne,6175,551,5480,144,5617,323,179,56,0.023319838,null,null,14.32,1.14,4.2,7.9,34,14,29,1,null,0.887449393,0
2/2/2015,GWB Lower,29908,3823,24883,1202,29688,72,20,128,0.040189916,null,null,14.32,1.14,4.2,7.9,34,14,29,1,null,0.831984753,0
2/2/2015,GWB PIP,9006,606,8134,266,8959,17,11,19,0.029535865,null,null,14.32,1.14,4.2,7.9,34,14,29,1,null,0.903175661,0
2/2/2015,GWB Upper,31333,6163,24242,928,23381,2733,4689,530,0.029617336,null,null,14.32,1.14,4.2,7.9,34,14,29,1,null,0.773689082,0
2/2/2015,Goethals,23411,3104,19487,820,20666,1179,1245,321,0.03502627,null,null,14.32,1.14,4.2,7.9,34,14,29,1,null,0.832386485,0
2/2/2015,Holland,27226,4649,21847,730,25529,1134,53,510,0.026812606,null,null,14.32,1.14,4.2,7.9,34,14,29,1,null,0.802431499,0
2/2/2015,Lincoln,33906,3875,28923,1109,25524,2136,315,5931,0.032708075,null,null,14.32,1.14,4.2,7.9,34,14,29,1,null,0.853034861,0
2/2/2015,Outerbridge,24144,2296,20755,1093,22188,847,1023,86,0.045270046,null,null,14.32,1.14,4.2,7.9,34,14,29,1,null,0.859633863,0
2/3/2015,Bayonne,7301,622,6473,206,6669,335,257,40,0.028215313,null,null,8.05,0,0,7.9,25,13,0,0,null,0.886590878,0
2/3/2015,GWB Lower,48290,6338,40337,1615,47876,133,12,269,0.033443777,null,null,8.05,0,0,7.9,25,13,0,0,null,0.835307517,0
2/3/2015,GWB PIP,17908,1356,16035,517,17823,19,1,65,0.028869779,null,null,8.05,0,0,7.9,25,13,0,0,null,0.895409873,0
2/3/2015,GWB Upper,50694,8682,40712,1301,38432,4211,7263,788,0.025663787,null,null,8.05,0,0,7.9,25,13,0,0,null,0.803093068,0
2/3/2015,Goethals,32053,3952,27104,997,28160,1554,1961,378,0.031104733,null,null,8.05,0,0,7.9,25,13,0,0,null,0.845599476,0
2/3/2015,Holland,37942,5789,31205,948,35932,1419,24,567,0.024985504,null,null,8.05,0,0,7.9,25,13,0,0,null,0.822439513,0
2/3/2015,Lincoln,47544,5089,41122,1336,37650,2717,526,6651,0.028100286,null,null,8.05,0,0,7.9,25,13,0,0,null,0.864925122,0
2/3/2015,Outerbridge,31640,2942,27455,1243,29167,1065,1314,94,0.039285714,null,null,8.05,0,0,7.9,25,13,0,0,null,0.867730721,0
2/4/2015,Bayonne,7875,643,7058,174,7211,321,294,49,0.022095238,null,null,2.01,0,0,7.9,40,18,0,0,null,0.896253968,0
2/4/2015,GWB Lower,49356,6406,41447,1503,48958,115,17,266,0.030452225,null,null,2.01,0,0,7.9,40,18,0,0,null,0.839756058,0
2/4/2015,GWB PIP,18750,1406,16829,515,18675,10,0,65,0.027466667,null,null,2.01,0,0,7.9,40,18,0,0,null,0.897546667,0
2/4/2015,GWB Upper,57341,9298,46640,1404,43845,4442,8216,838,0.024485098,null,null,2.01,0,0,7.9,40,18,0,0,null,0.813379606,0
2/4/2015,Goethals,35271,4189,30019,1063,30921,1698,2281,371,0.030138074,null,null,2.01,0,0,7.9,40,18,0,0,null,0.851095801,0
2/4/2015,Holland,40516,6198,33380,938,38417,1488,22,589,0.023151348,null,null,2.01,0,0,7.9,40,18,0,0,null,0.823872051,0
2/4/2015,Lincoln,51544,5542,44623,1379,41242,3024,494,6784,0.026753841,null,null,2.01,0,0,7.9,40,18,0,0,null,0.86572637,0
2/4/2015,Outerbridge,35466,3168,30989,1309,32568,1244,1562,92,0.036908589,null,null,2.01,0,0,7.9,40,18,0,0,null,0.873766424,0
2/5/2015,Bayonne,5979,437,5445,97,5551,189,196,43,0.016223449,null,null,16.33,0,0,7.1,39,13,0,0,null,0.910687406,0
2/5/2015,GWB Lower,51878,6637,43619,1622,51409,123,13,333,0.031265662,null,null,16.33,0,0,7.1,39,13,0,0,null,0.840799568,0
2/5/2015,GWB PIP,18395,1414,16493,488,18296,19,0,80,0.026528948,null,null,16.33,0,0,7.1,39,13,0,0,null,0.896602338,0
2/5/2015,GWB Upper,55204,8847,44959,1399,41429,4604,8332,839,0.025342366,null,null,16.33,0,0,7.1,39,13,0,0,null,0.814415622,0
2/5/2015,Goethals,36136,4420,30641,1076,31467,1814,2458,397,0.0297764,null,null,16.33,0,0,7.1,39,13,0,0,null,0.847935577,0
2/5/2015,Holland,41250,6297,34020,933,39146,1491,24,589,0.022618182,null,null,16.33,0,0,7.1,39,13,0,0,null,0.824727273,0
2/5/2015,Lincoln,51122,5605,44329,1189,40752,3018,549,6803,0.023258088,null,null,16.33,0,0,7.1,39,13,0,0,null,0.867121787,0
2/5/2015,Outerbridge,34765,3068,30333,1364,31800,1301,1558,106,0.039234863,null,null,16.33,0,0,7.1,39,13,0,0,null,0.872515461,0
2/6/2015,Bayonne,8266,810,7275,181,7649,304,259,54,0.021896927,null,null,10.07,0,0,7.1,27,9,0,0,null,0.880111299,0
2/6/2015,GWB Lower,55403,8017,45425,1961,54949,127,16,311,0.035395195,null,null,10.07,0,0,7.1,27,9,0,0,null,0.819901449,0
2/6/2015,GWB PIP,18727,1717,16536,474,18645,11,0,71,0.025311048,null,null,10.07,0,0,7.1,27,9,0,0,null,0.883003151,0
2/6/2015,GWB Upper,58092,11306,45456,1332,45350,4417,7469,856,0.022929147,null,null,10.07,0,0,7.1,27,9,0,0,null,0.782482958,0
2/6/2015,Goethals,36437,5094,30256,1087,32257,1592,2229,359,0.029832313,null,null,10.07,0,0,7.1,27,9,0,0,null,0.830364739,0
2/6/2015,Holland,42204,7424,33800,980,39986,1569,16,633,0.023220548,null,null,10.07,0,0,7.1,27,9,0,0,null,0.800871955,0
2/6/2015,Lincoln,52211,6940,43652,1619,41637,3142,534,6898,0.031008791,null,null,10.07,0,0,7.1,27,9,0,0,null,0.836069028,0
2/6/2015,Outerbridge,37225,3797,31953,1475,34435,1127,1553,110,0.039623909,null,null,10.07,0,0,7.1,27,9,0,0,null,0.858374748,0
2/7/2015,Bayonne,22,3,16,3,22,0,0,0,0.136363636,null,null,3.58,0,0,7.1,37,17,16,1,null,0.727272727,1
2/7/2015,GWB Lower,45323,8330,35115,1878,45023,68,12,220,0.041435916,null,null,3.58,0,0,7.1,37,17,16,1,null,0.774772191,0
2/7/2015,GWB PIP,16695,1828,14436,431,16665,4,1,25,0.025816113,null,null,3.58,0,0,7.1,37,17,16,1,null,0.864690027,0
2/7/2015,GWB Upper,60150,14993,43865,1292,54118,1704,3672,656,0.021479634,null,null,3.58,0,0,7.1,37,17,16,1,null,0.729260183,0
2/7/2015,Goethals,37450,6872,29572,1006,35857,723,746,124,0.026862483,null,null,3.58,0,0,7.1,37,17,16,1,null,0.789639519,0
2/7/2015,Holland,39991,8889,30239,863,39114,602,6,269,0.021579855,null,null,3.58,0,0,7.1,37,17,16,1,null,0.756145133,0
2/7/2015,Lincoln,49041,8434,39391,1216,44341,1235,222,3243,0.024795579,null,null,3.58,0,0,7.1,37,17,16,1,null,0.803225872,0
2/7/2015,Outerbridge,36910,4716,30923,1271,35641,513,663,93,0.034435112,null,null,3.58,0,0,7.1,37,17,16,1,null,0.837794636,0
2/8/2015,Bayonne,4353,652,3582,119,4216,87,31,19,0.027337468,null,null,8.5,0,0,5.9,36,31,15,1,null,0.822880772,0
2/8/2015,GWB Lower,42265,7145,33419,1701,41946,51,7,261,0.040246066,null,null,8.5,0,0,5.9,36,31,15,1,null,0.790701526,0
2/8/2015,GWB PIP,16350,1442,14433,475,16311,7,2,30,0.029051988,null,null,8.5,0,0,5.9,36,31,15,1,null,0.882752294,0
2/8/2015,GWB Upper,51625,13199,37345,1081,47597,804,2721,503,0.020939467,null,null,8.5,0,0,5.9,36,31,15,1,null,0.723389831,0
2/8/2015,Goethals,31260,5643,24942,675,30456,321,370,113,0.02159309,null,null,8.5,0,0,5.9,36,31,15,1,null,0.797888676,0
2/8/2015,Holland,35388,7583,27065,740,34856,284,4,244,0.020911043,null,null,8.5,0,0,5.9,36,31,15,1,null,0.764807279,0
2/8/2015,Lincoln,41113,6797,33459,857,37730,495,131,2757,0.020844988,null,null,8.5,0,0,5.9,36,31,15,1,null,0.813830175,0
2/8/2015,Outerbridge,33019,4070,27921,1028,32365,243,312,99,0.03113359,null,null,8.5,0,0,5.9,36,31,15,1,null,0.845604046,0
2/9/2015,Bayonne,6876,635,6051,190,6183,335,312,46,0.027632344,null,null,14.76,0.07,0.2,5.9,31,25,0,0,null,0.880017452,0
2/9/2015,GWB Lower,40969,5331,34091,1547,40674,87,13,195,0.037760258,null,null,14.76,0.07,0.2,5.9,31,25,0,0,null,0.832116966,0
2/9/2015,GWB PIP,13268,959,11926,383,13197,11,2,58,0.028866446,null,null,14.76,0.07,0.2,5.9,31,25,0,0,null,0.898854386,0
2/9/2015,GWB Upper,42928,7908,33765,1255,32400,3639,6163,726,0.029234998,null,null,14.76,0.07,0.2,5.9,31,25,0,0,null,0.786549571,0
2/9/2015,Goethals,28803,3741,24095,967,25130,1421,1897,355,0.033572892,null,null,14.76,0.07,0.2,5.9,31,25,0,0,null,0.836544804,0
2/9/2015,Holland,33559,5513,27208,838,31656,1330,25,548,0.024970947,null,null,14.76,0.07,0.2,5.9,31,25,0,0,null,0.810751214,0
2/9/2015,Lincoln,41892,4751,35887,1254,32296,2559,408,6629,0.029934116,null,null,14.76,0.07,0.2,5.9,31,25,0,0,null,0.856655209,0
2/9/2015,Outerbridge,27547,2614,23722,1211,25213,991,1255,88,0.04396123,null,null,14.76,0.07,0.2,5.9,31,25,0,0,null,0.861146404,0
2/10/2015,Bayonne,5990,438,5431,121,5560,207,183,40,0.020200334,null,null,15.88,0,0,5.9,38,25,0,0,null,0.906677796,0
2/10/2015,GWB Lower,56216,7114,47335,1767,55719,157,17,323,0.031432332,null,null,15.88,0,0,5.9,38,25,0,0,null,0.842020065,0
2/10/2015,GWB PIP,18063,1364,16145,554,17990,16,1,56,0.030670431,null,null,15.88,0,0,5.9,38,25,0,0,null,0.893816088,0
2/10/2015,GWB Upper,47177,8002,37920,1256,34468,4319,7661,729,0.026623143,null,null,15.88,0,0,5.9,38,25,0,0,null,0.803781504,0
2/10/2015,Goethals,35779,4383,30299,1097,31362,1704,2295,418,0.030660443,null,null,15.88,0,0,5.9,38,25,0,0,null,0.84683753,0
2/10/2015,Holland,39425,6170,32329,926,37317,1509,23,576,0.023487635,null,null,15.88,0,0,5.9,38,25,0,0,null,0.820012682,0
2/10/2015,Lincoln,50004,5463,43295,1248,39722,2973,587,6722,0.024958003,null,null,15.88,0,0,5.9,38,25,0,0,null,0.865830734,0
2/10/2015,Outerbridge,33726,3031,29387,1308,30962,1176,1490,98,0.038783135,null,null,15.88,0,0,5.9,38,25,0,0,null,0.871345549,0
2/11/2015,Bayonne,5925,446,5376,103,5521,184,178,42,0.017383966,null,null,9.4,0,0,5.9,33,21,0,0,null,0.907341772,0
2/11/2015,GWB Lower,53956,7086,45298,1572,53544,137,13,262,0.029134851,null,null,9.4,0,0,5.9,33,21,0,0,null,0.839535918,0
2/11/2015,GWB PIP,19519,1523,17471,525,19429,9,0,81,0.02689687,null,null,9.4,0,0,5.9,33,21,0,0,null,0.895076592,0
2/11/2015,GWB Upper,58041,9392,47224,1426,44312,4544,8323,862,0.024568839,null,null,9.4,0,0,5.9,33,21,0,0,null,0.813631743,0
2/11/2015,Goethals,37785,4556,32141,1088,33208,1765,2411,401,0.028794495,null,null,9.4,0,0,5.9,33,21,0,0,null,0.850628556,0
2/11/2015,Holland,42818,6708,35129,981,40650,1559,18,591,0.022910925,null,null,9.4,0,0,5.9,33,21,0,0,null,0.820425989,0
2/11/2015,Lincoln,49044,5401,42470,1173,38835,2962,538,6709,0.023917299,null,null,9.4,0,0,5.9,33,21,0,0,null,0.8659571,0
2/11/2015,Outerbridge,35844,3246,31288,1310,33136,1056,1531,121,0.03654726,null,null,9.4,0,0,5.9,33,21,0,0,null,0.87289365,0
2/12/2015,Bayonne,7421,677,6570,174,6839,305,227,50,0.023446975,null,null,11.41,0,0,5.9,40,15,0,0,null,0.885325428,0
2/12/2015,GWB Lower,55187,7244,46098,1845,54737,132,13,305,0.033431786,null,null,11.41,0,0,5.9,40,15,0,0,null,0.835305416,0
2/12/2015,GWB PIP,19010,1509,17016,485,18939,9,0,62,0.025512888,null,null,11.41,0,0,5.9,40,15,0,0,null,0.895107838,0
2/12/2015,GWB Upper,55007,9680,44029,1299,41636,4525,8013,833,0.023615176,null,null,11.41,0,0,5.9,40,15,0,0,null,0.8004254,0
2/12/2015,Goethals,36003,4560,30382,1061,32089,1612,1918,384,0.029469766,null,null,11.41,0,0,5.9,40,15,0,0,null,0.843874122,0
2/12/2015,Holland,43351,6872,35496,983,41150,1542,15,644,0.022675371,null,null,11.41,0,0,5.9,40,15,0,0,null,0.818804641,0
2/12/2015,Lincoln,51559,6279,44025,1255,41166,3021,510,6862,0.024341046,null,null,11.41,0,0,5.9,40,15,0,0,null,0.853876142,0
2/12/2015,Outerbridge,34690,3243,30153,1294,31956,1151,1466,117,0.037301816,null,null,11.41,0,0,5.9,40,15,0,0,null,0.86921303,0
2/13/2015,Bayonne,9180,960,8018,203,8490,326,288,76,0.02211329,null,null,13.87,0,0,5.1,21,7,0,0,null,0.873420479,0
2/13/2015,GWB Lower,62088,9565,50203,2320,61559,134,23,372,0.037366319,null,null,13.87,0,0,5.1,21,7,0,0,null,0.808578147,0
2/13/2015,GWB PIP,18758,1863,16397,498,18674,10,1,73,0.026548673,null,null,13.87,0,0,5.1,21,7,0,0,null,0.874133703,0
2/13/2015,GWB Upper,57229,12318,43435,1477,45012,4221,7191,805,0.025808594,null,null,13.87,0,0,5.1,21,7,0,0,null,0.758968355,0
2/13/2015,Goethals,40800,6226,33368,1206,36596,1621,2189,394,0.029558824,null,null,13.87,0,0,5.1,21,7,0,0,null,0.817843137,0
2/13/2015,Holland,44904,8473,35286,1145,42774,1495,24,611,0.025498842,null,null,13.87,0,0,5.1,21,7,0,0,null,0.785809727,0
2/13/2015,Lincoln,57129,8520,47110,1499,46420,3085,486,7138,0.026238863,null,null,13.87,0,0,5.1,21,7,0,0,null,0.824624972,0
2/13/2015,Outerbridge,34608,3765,29493,1350,32086,997,1413,112,0.039008322,null,null,13.87,0,0,5.1,21,7,0,0,null,0.852201803,0
2/14/2015,Bayonne,4728,697,3916,115,4563,111,40,14,0.024323181,null,null,5.82,0.04,0.9,3.9,31,13,12,1,null,0.828257191,0
2/14/2015,GWB Lower,40697,8071,30641,1985,40413,63,7,214,0.048775094,null,null,5.82,0.04,0.9,3.9,31,13,12,1,null,0.75290562,0
2/14/2015,GWB PIP,13854,1665,11760,429,13822,5,2,25,0.030965786,null,null,5.82,0.04,0.9,3.9,31,13,12,1,null,0.848852317,0
2/14/2015,GWB Upper,54691,15458,38083,1150,49414,1612,3003,662,0.021027226,null,null,5.82,0.04,0.9,3.9,31,13,12,1,null,0.696330292,0
2/14/2015,Goethals,31297,6516,23976,805,29937,613,663,84,0.025721315,null,null,5.82,0.04,0.9,3.9,31,13,12,1,null,0.766079816,0
2/14/2015,Holland,38914,9390,28604,920,38053,586,2,273,0.023641877,null,null,5.82,0.04,0.9,3.9,31,13,12,1,null,0.735056792,0
2/14/2015,Lincoln,49786,10061,38306,1419,44935,1217,192,3442,0.028501989,null,null,5.82,0.04,0.9,3.9,31,13,12,1,null,0.769413088,0
2/14/2015,Outerbridge,29694,4042,24561,1091,28525,518,571,80,0.036741429,null,null,5.82,0.04,0.9,3.9,31,13,12,1,null,0.827136795,0
2/15/2015,Bayonne,4012,588,3325,99,3887,92,21,12,0.024675972,null,null,23.49,0.01,0.2,5.9,25,3,14,1,null,0.828763709,0
2/15/2015,GWB Lower,38753,7099,29925,1729,38462,51,10,230,0.044615901,null,null,23.49,0.01,0.2,5.9,25,3,14,1,null,0.772198281,0
2/15/2015,GWB PIP,14123,1553,12148,422,14105,6,0,12,0.029880337,null,null,23.49,0.01,0.2,5.9,25,3,14,1,null,0.86015719,0
2/15/2015,GWB Upper,49039,13874,34158,1007,46139,587,1881,432,0.020534676,null,null,23.49,0.01,0.2,5.9,25,3,14,1,null,0.696547646,0
