date,fac_b,total_vehicles,cash,ezpass,violation,autos,small_t,large_t,buses,violationrate,avg_speed,delta,awnd,prcp,snow,snwd,tmax,tmin,severe_event_count,severe_flag,gas_price,ezpass_ratio,high_violation
7/11/2021,Goethals,50242,7694,40750,1798,48437,879,755,171,0.035786792,null,null,7.61,0,0,0,82,73,0,0,2.928,0.8110744,0
7/11/2021,Holland,44750,12471,30827,1452,44364,250,1,135,0.032446927,null,null,7.61,0,0,0,82,73,0,0,2.928,0.688871508,0
7/11/2021,Lincoln,52166,5098,40973,6095,49627,552,126,1861,0.116838554,null,null,7.61,0,0,0,82,73,0,0,2.928,0.785434958,1
7/11/2021,Outerbridge,45502,5131,39189,1182,44742,313,371,76,0.02597688,null,null,7.61,0,0,0,82,73,0,0,2.928,0.861258846,0
7/12/2021,Bayonne,9282,1210,7662,410,8553,406,278,45,0.044171515,null,null,5.82,0.69,0,0,93,72,0,0,2.928,0.825468649,0
7/12/2021,GWB Lower,59276,0,48046,11230,58828,213,13,222,0.18945273,null,null,5.82,0.69,0,0,93,72,0,0,2.928,0.81054727,1
7/12/2021,GWB PIP,19128,0,16252,2876,18923,48,1,156,0.1503555,null,null,5.82,0.69,0,0,93,72,0,0,2.928,0.8496445,1
7/12/2021,GWB Upper,62992,8309,46026,8657,50320,4779,7340,553,0.13743015,null,null,5.82,0.69,0,0,93,72,0,0,2.928,0.730664211,1
7/12/2021,Goethals,50884,6869,42006,2009,44493,2735,3221,435,0.039481959,null,null,5.82,0.69,0,0,93,72,0,0,2.928,0.825524723,0
7/12/2021,Holland,37914,8639,27946,1329,36542,1173,5,194,0.035053015,null,null,5.82,0.69,0,0,93,72,0,0,2.928,0.737089202,0
7/12/2021,Lincoln,49415,3543,40511,5361,41825,2361,483,4746,0.108489325,null,null,5.82,0.69,0,0,93,72,0,0,2.928,0.819811798,1
7/12/2021,Outerbridge,41192,4411,35672,1109,38573,1164,1366,89,0.026922703,null,null,5.82,0.69,0,0,93,72,0,0,2.928,0.865993397,0
7/13/2021,Bayonne,9823,1277,8122,424,9065,443,274,41,0.043164003,null,null,5.82,0.01,0,0,78,71,0,0,2.928,0.826834979,0
7/13/2021,GWB Lower,55111,0,45185,9926,54667,214,22,208,0.180109234,null,null,5.82,0.01,0,0,78,71,0,0,2.928,0.819890766,1
7/13/2021,GWB PIP,19265,0,16259,3006,19050,50,4,161,0.156034259,null,null,5.82,0.01,0,0,78,71,0,0,2.928,0.843965741,1
7/13/2021,GWB Upper,66876,7926,49855,9095,53152,5000,8151,573,0.135997966,null,null,5.82,0.01,0,0,78,71,0,0,2.928,0.74548418,1
7/13/2021,Goethals,49764,6595,41338,1831,43217,2999,3085,463,0.036793666,null,null,5.82,0.01,0,0,78,71,0,0,2.928,0.830680813,0
7/13/2021,Holland,37420,8320,27802,1298,36103,1143,3,171,0.034687333,null,null,5.82,0.01,0,0,78,71,0,0,2.928,0.742971673,0
7/13/2021,Lincoln,51809,3484,43022,5303,43817,2694,568,4730,0.102356733,null,null,5.82,0.01,0,0,78,71,0,0,2.928,0.830396263,1
7/13/2021,Outerbridge,40275,4087,35198,990,37511,1258,1408,98,0.024581006,null,null,5.82,0.01,0,0,78,71,0,0,2.928,0.873941651,0
7/14/2021,Bayonne,10522,1367,8755,400,9760,433,280,49,0.038015586,null,null,6.26,0.07,0,0,93,72,1,1,2.928,0.832066147,0
7/14/2021,GWB Lower,55055,0,44938,10117,54585,239,18,213,0.183761693,null,null,6.26,0.07,0,0,93,72,1,1,2.928,0.816238307,1
7/14/2021,GWB PIP,19645,0,16639,3006,19434,48,3,160,0.153016035,null,null,6.26,0.07,0,0,93,72,1,1,2.928,0.846983965,1
7/14/2021,GWB Upper,68310,8006,51194,9110,54274,5123,8294,619,0.133362612,null,null,6.26,0.07,0,0,93,72,1,1,2.928,0.749436393,1
7/14/2021,Goethals,49106,6537,40792,1777,42753,2953,2983,417,0.036187024,null,null,6.26,0.07,0,0,93,72,1,1,2.928,0.830692787,0
7/14/2021,Holland,39134,9175,28654,1305,37760,1188,5,181,0.033346962,null,null,6.26,0.07,0,0,93,72,1,1,2.928,0.732202177,0
7/14/2021,Lincoln,53338,3578,44099,5661,45434,2565,583,4756,0.106134463,null,null,6.26,0.07,0,0,93,72,1,1,2.928,0.826783906,1
7/14/2021,Outerbridge,41183,4198,36007,978,38429,1249,1418,87,0.023747663,null,null,6.26,0.07,0,0,93,72,1,1,2.928,0.874317073,0
7/15/2021,Bayonne,10781,1426,8892,463,10005,423,301,52,0.042945923,null,null,5.82,0,0,0,91,74,0,0,2.928,0.824784343,0
7/15/2021,GWB Lower,63443,0,51695,11748,62964,239,14,226,0.185174093,null,null,5.82,0,0,0,91,74,0,0,2.928,0.814825907,1
7/15/2021,GWB PIP,19520,0,16359,3161,19304,47,1,168,0.161936475,null,null,5.82,0,0,0,91,74,0,0,2.928,0.838063525,1
7/15/2021,GWB Upper,69042,8430,51001,9611,54915,5274,8249,604,0.139205122,null,null,5.82,0,0,0,91,74,0,0,2.928,0.738695287,1
7/15/2021,Goethals,49745,6769,41121,1855,43423,2951,2932,439,0.03729018,null,null,5.82,0,0,0,91,74,0,0,2.928,0.826635843,0
7/15/2021,Holland,41029,10809,28816,1404,39570,1227,4,228,0.034219698,null,null,5.82,0,0,0,91,74,0,0,2.928,0.702332497,0
7/15/2021,Lincoln,54234,3733,44808,5693,46413,2467,578,4776,0.104971051,null,null,5.82,0,0,0,91,74,0,0,2.928,0.826197588,1
7/15/2021,Outerbridge,42930,4386,37452,1092,40181,1275,1380,94,0.025436758,null,null,5.82,0,0,0,91,74,0,0,2.928,0.872396925,0
7/16/2021,Bayonne,11780,1707,9577,496,11091,404,236,49,0.042105263,null,null,8.28,0,0,0,96,77,0,0,2.928,0.812988115,0
7/16/2021,GWB Lower,64215,0,51851,12364,63706,244,15,250,0.192540684,null,null,8.28,0,0,0,96,77,0,0,2.928,0.807459316,1
7/16/2021,GWB PIP,18177,0,15040,3137,17973,53,2,149,0.172580734,null,null,8.28,0,0,0,96,77,0,0,2.928,0.827419266,1
7/16/2021,GWB Upper,72338,10017,52375,9946,59565,4988,7155,630,0.137493434,null,null,8.28,0,0,0,96,77,0,0,2.928,0.724031629,1
7/16/2021,Goethals,52244,8047,42119,2078,46258,2757,2799,430,0.039774902,null,null,8.28,0,0,0,96,77,0,0,2.928,0.806197841,0
7/16/2021,Holland,40255,11593,27310,1352,38960,1112,1,182,0.03358589,null,null,8.28,0,0,0,96,77,0,0,2.928,0.67842504,0
7/16/2021,Lincoln,52620,4348,42381,5891,44714,2450,620,4836,0.11195363,null,null,8.28,0,0,0,96,77,0,0,2.928,0.805416192,1
7/16/2021,Outerbridge,43582,5015,37443,1124,41006,1118,1351,107,0.025790464,null,null,8.28,0,0,0,96,77,0,0,2.928,0.859139094,0
7/17/2021,Bayonne,11073,1880,8728,465,10771,194,98,10,0.04199404,null,null,6.71,2.28,0,0,93,71,0,0,2.928,0.788223607,0
7/17/2021,GWB Lower,53569,0,42145,11424,53360,103,11,95,0.213257668,null,null,6.71,2.28,0,0,93,71,0,0,2.928,0.786742332,1
7/17/2021,GWB PIP,16457,0,13533,2924,16418,22,1,16,0.177675153,null,null,6.71,2.28,0,0,93,71,0,0,2.928,0.822324847,1
7/17/2021,GWB Upper,78949,11814,57233,9902,73108,2101,3282,458,0.125422741,null,null,6.71,2.28,0,0,93,71,0,0,2.928,0.724936351,1
7/17/2021,Goethals,50120,8326,39907,1887,47460,1382,1126,152,0.037649641,null,null,6.71,2.28,0,0,93,71,0,0,2.928,0.79622905,0
7/17/2021,Holland,38735,10773,26746,1216,38129,462,2,142,0.031392797,null,null,6.71,2.28,0,0,93,71,0,0,2.928,0.69048664,0
7/17/2021,Lincoln,54895,5726,42904,6265,51369,1079,266,2181,0.11412697,null,null,6.71,2.28,0,0,93,71,0,0,2.928,0.781564806,1
7/17/2021,Outerbridge,44064,5058,38002,1004,42758,628,601,77,0.02278504,null,null,6.71,2.28,0,0,93,71,0,0,2.928,0.862427378,0
7/18/2021,Bayonne,11961,1916,9517,528,11830,67,57,7,0.044143466,null,null,10.74,0,0,0,86,74,0,0,2.928,0.795669258,0
7/18/2021,GWB Lower,60926,0,47670,13256,60706,114,12,94,0.217575419,null,null,10.74,0,0,0,86,74,0,0,2.928,0.782424581,1
7/18/2021,GWB PIP,18946,0,15487,3459,18929,10,0,7,0.182571519,null,null,10.74,0,0,0,86,74,0,0,2.928,0.817428481,1
7/18/2021,GWB Upper,67590,10199,48884,8507,63460,1073,2761,296,0.125861814,null,null,10.74,0,0,0,86,74,0,0,2.928,0.723243083,1
7/18/2021,Goethals,49296,7741,39665,1890,47650,820,684,142,0.038339825,null,null,10.74,0,0,0,86,74,0,0,2.928,0.804629179,0
7/18/2021,Holland,42696,11350,29889,1457,42313,247,3,133,0.034124977,null,null,10.74,0,0,0,86,74,0,0,2.928,0.700042159,0
7/18/2021,Lincoln,50831,5171,39627,6033,48407,503,117,1804,0.118687415,null,null,10.74,0,0,0,86,74,0,0,2.928,0.779583325,1
7/18/2021,Outerbridge,45496,5326,38946,1224,44738,319,383,56,0.026903464,null,null,10.74,0,0,0,86,74,0,0,2.928,0.856031299,0
7/19/2021,Bayonne,9826,1296,8089,441,9116,382,285,43,0.044880928,null,null,8.05,0,0,0,86,73,1,1,2.928,0.823224099,0
7/19/2021,GWB Lower,67712,0,54244,13468,67168,264,29,251,0.198901229,null,null,8.05,0,0,0,86,73,1,1,2.928,0.801098771,1
7/19/2021,GWB PIP,19327,0,16453,2874,19123,48,1,155,0.148703886,null,null,8.05,0,0,0,86,73,1,1,2.928,0.851296114,1
7/19/2021,GWB Upper,61726,8082,45393,8251,49173,4811,7188,554,0.133671386,null,null,8.05,0,0,0,86,73,1,1,2.928,0.735395133,1
7/19/2021,Goethals,55645,7269,45949,2427,49545,2856,2802,442,0.043615779,null,null,8.05,0,0,0,86,73,1,1,2.928,0.825752538,0
7/19/2021,Holland,41833,11708,28616,1509,40331,1271,8,223,0.036072001,null,null,8.05,0,0,0,86,73,1,1,2.928,0.684053259,0
7/19/2021,Lincoln,50784,3552,41564,5668,43159,2351,499,4775,0.111609956,null,null,8.05,0,0,0,86,73,1,1,2.928,0.818446755,1
7/19/2021,Outerbridge,39226,4112,33966,1148,36824,1083,1245,74,0.029266303,null,null,8.05,0,0,0,86,73,1,1,2.928,0.865905267,0
7/20/2021,Bayonne,10053,1332,8281,440,9279,434,289,51,0.043768029,null,null,6.49,0,0,0,90,72,2,1,2.928,0.823734209,0
7/20/2021,GWB Lower,67556,0,54389,13167,67005,254,26,271,0.194904968,null,null,6.49,0,0,0,90,72,2,1,2.928,0.805095032,1
7/20/2021,GWB PIP,19603,0,16471,3132,19373,52,2,176,0.159771464,null,null,6.49,0,0,0,90,72,2,1,2.928,0.840228536,1
7/20/2021,GWB Upper,62458,7704,46548,8206,48926,5157,7803,572,0.13138429,null,null,6.49,0,0,0,90,72,2,1,2.928,0.745268821,1
7/20/2021,Goethals,50200,6649,41401,2150,43868,2883,2947,502,0.042828685,null,null,6.49,0,0,0,90,72,2,1,2.928,0.824721116,0
7/20/2021,Holland,33394,7778,24357,1259,32372,882,3,137,0.037701383,null,null,6.49,0,0,0,90,72,2,1,2.928,0.729382524,0
7/20/2021,Lincoln,52304,3594,42880,5830,44355,2630,564,4755,0.11146375,null,null,6.49,0,0,0,90,72,2,1,2.928,0.819822576,1
7/20/2021,Outerbridge,44189,4546,38478,1165,41348,1315,1416,110,0.026364027,null,null,6.49,0,0,0,90,72,2,1,2.928,0.870759691,0
7/21/2021,Bayonne,9883,1202,8246,435,9136,417,290,40,0.044014975,null,null,8.28,0.05,0,0,85,73,0,0,2.928,0.834362036,0
7/21/2021,GWB Lower,69988,0,56443,13545,69380,276,38,294,0.193533177,null,null,8.28,0.05,0,0,85,73,0,0,2.928,0.806466823,1
7/21/2021,GWB PIP,18456,0,15775,2681,18230,44,3,179,0.145264413,null,null,8.28,0.05,0,0,85,73,0,0,2.928,0.854735587,1
7/21/2021,GWB Upper,60481,7370,45293,7818,46686,5244,7960,591,0.129263736,null,null,8.28,0.05,0,0,85,73,0,0,2.928,0.748879813,1
7/21/2021,Goethals,49042,6302,40698,2042,42538,2954,3088,462,0.04163778,null,null,8.28,0.05,0,0,85,73,0,0,2.928,0.82986012,0
7/21/2021,Holland,38949,10254,27352,1343,37582,1174,4,189,0.034480988,null,null,8.28,0.05,0,0,85,73,0,0,2.928,0.702251662,0
7/21/2021,Lincoln,53059,3544,43994,5521,45186,2518,596,4759,0.104053978,null,null,8.28,0.05,0,0,85,73,0,0,2.928,0.829152453,1
7/21/2021,Outerbridge,41531,4255,36268,1008,38679,1221,1528,103,0.024271026,null,null,8.28,0.05,0,0,85,73,0,0,2.928,0.873275385,0
7/22/2021,Bayonne,10219,1322,8509,388,9459,424,286,50,0.03796849,null,null,9.4,0,0,0,85,67,0,0,2.928,0.832664644,0
7/22/2021,GWB Lower,67620,0,55203,12417,67049,265,32,274,0.183629104,null,null,9.4,0,0,0,85,67,0,0,2.928,0.816370896,1
7/22/2021,GWB PIP,19139,0,16120,3019,18904,43,7,185,0.157740739,null,null,9.4,0,0,0,85,67,0,0,2.928,0.842259261,1
7/22/2021,GWB Upper,65513,7858,49046,8609,51672,5293,7888,660,0.131409033,null,null,9.4,0,0,0,85,67,0,0,2.928,0.748645307,1
7/22/2021,Goethals,52655,7254,43327,2074,46112,2932,3119,492,0.039388472,null,null,9.4,0,0,0,85,67,0,0,2.928,0.822846833,0
7/22/2021,Holland,40887,11131,28473,1283,39442,1207,4,234,0.031379167,null,null,9.4,0,0,0,85,67,0,0,2.928,0.696382713,0
7/22/2021,Lincoln,53573,3669,44419,5485,45588,2559,583,4843,0.102383663,null,null,9.4,0,0,0,85,67,0,0,2.928,0.829130346,1
7/22/2021,Outerbridge,42311,4423,36843,1045,39502,1259,1448,102,0.024698069,null,null,9.4,0,0,0,85,67,0,0,2.928,0.870766467,0
7/23/2021,Bayonne,15320,2314,12437,569,14319,533,412,56,0.037140992,null,null,6.04,0,0,0,86,68,1,1,2.928,0.811814621,0
7/23/2021,GWB Lower,64195,0,51943,12252,63701,236,13,245,0.190855986,null,null,6.04,0,0,0,86,68,1,1,2.928,0.809144014,1
7/23/2021,GWB PIP,20150,0,16683,3467,19932,50,2,166,0.172059553,null,null,6.04,0,0,0,86,68,1,1,2.928,0.827940447,1
7/23/2021,GWB Upper,76148,10147,55723,10278,63305,5119,7088,636,0.134973998,null,null,6.04,0,0,0,86,68,1,1,2.928,0.731772338,1
7/23/2021,Goethals,52342,7988,42288,2066,46285,2748,2870,439,0.03947117,null,null,6.04,0,0,0,86,68,1,1,2.928,0.80791716,0
7/23/2021,Holland,37219,10398,25546,1275,35961,1075,4,179,0.034256697,null,null,6.04,0,0,0,86,68,1,1,2.928,0.686369865,0
7/23/2021,Lincoln,51691,4195,41730,5766,43823,2468,579,4821,0.111547465,null,null,6.04,0,0,0,86,68,1,1,2.928,0.807297208,1
7/23/2021,Outerbridge,43579,4870,37594,1115,40954,1157,1370,98,0.025585718,null,null,6.04,0,0,0,86,68,1,1,2.928,0.862663209,0
7/24/2021,Bayonne,11366,1951,8962,453,11119,179,64,4,0.03985571,null,null,6.93,0,0,0,85,65,0,0,2.928,0.788491994,0
7/24/2021,GWB Lower,57002,0,44293,12709,56796,107,11,88,0.222957089,null,null,6.93,0,0,0,85,65,0,0,2.928,0.777042911,1
7/24/2021,GWB PIP,19582,0,15798,3784,19558,16,0,8,0.193238689,null,null,6.93,0,0,0,85,65,0,0,2.928,0.806761311,1
7/24/2021,GWB Upper,79885,11532,58238,10115,74124,2086,3242,433,0.126619516,null,null,6.93,0,0,0,85,65,0,0,2.928,0.729022971,1
7/24/2021,Goethals,55235,9147,44093,1995,52579,1394,1089,173,0.036118403,null,null,6.93,0,0,0,85,65,0,0,2.928,0.798280076,0
7/24/2021,Holland,41822,12427,28145,1250,41217,456,4,145,0.029888575,null,null,6.93,0,0,0,85,65,0,0,2.928,0.672971164,0
7/24/2021,Lincoln,54369,5823,42221,6325,50855,1027,231,2256,0.116334676,null,null,6.93,0,0,0,85,65,0,0,2.928,0.776563851,1
7/24/2021,Outerbridge,43233,4817,37500,916,42017,584,568,64,0.021187519,null,null,6.93,0,0,0,85,65,0,0,2.928,0.867392964,0
7/25/2021,Bayonne,13405,2076,10752,577,13268,90,41,6,0.04304364,null,null,9.62,0.37,0,0,87,69,0,0,2.928,0.802088773,0
7/25/2021,GWB Lower,68014,0,53302,14712,67764,91,12,147,0.216308407,null,null,9.62,0.37,0,0,87,69,0,0,2.928,0.783691593,1
7/25/2021,GWB PIP,20874,0,17275,3599,20835,23,1,15,0.172415445,null,null,9.62,0.37,0,0,87,69,0,0,2.928,0.827584555,1
7/25/2021,GWB Upper,69133,10079,50544,8510,64961,1079,2751,342,0.123096061,null,null,9.62,0.37,0,0,87,69,0,0,2.928,0.731112493,1
7/25/2021,Goethals,48654,7367,39517,1770,46911,886,718,139,0.036379332,null,null,9.62,0.37,0,0,87,69,0,0,2.928,0.812204546,0
7/25/2021,Holland,43761,12056,30332,1373,43324,269,4,164,0.031374969,null,null,9.62,0.37,0,0,87,69,0,0,2.928,0.693128585,0
7/25/2021,Lincoln,52409,5179,41270,5960,49904,561,111,1833,0.113720926,null,null,9.62,0.37,0,0,87,69,0,0,2.928,0.787460169,1
7/25/2021,Outerbridge,46924,5088,40687,1149,46162,334,350,78,0.024486404,null,null,9.62,0.37,0,0,87,69,0,0,2.928,0.867082943,0
7/26/2021,Bayonne,9513,1299,7766,448,8830,377,259,47,0.047093451,null,null,6.71,0.08,0,0,93,70,0,0,2.928,0.816356565,0
7/26/2021,GWB Lower,69010,0,55353,13657,68500,255,24,231,0.197898855,null,null,6.71,0.08,0,0,93,70,0,0,2.928,0.802101145,1
7/26/2021,GWB PIP,20094,0,16945,3149,19869,49,2,174,0.156713447,null,null,6.71,0.08,0,0,93,70,0,0,2.928,0.843286553,1
7/26/2021,GWB Upper,61500,7895,45282,8323,48622,4941,7338,599,0.135333333,null,null,6.71,0.08,0,0,93,70,0,0,2.928,0.736292683,1
7/26/2021,Goethals,51616,6845,42663,2108,45536,2745,2857,478,0.04084005,null,null,6.71,0.08,0,0,93,70,0,0,2.928,0.826546032,0
7/26/2021,Holland,41951,12070,28493,1388,40445,1293,3,210,0.03308622,null,null,6.71,0.08,0,0,93,70,0,0,2.928,0.679197159,0
7/26/2021,Lincoln,51394,3743,42006,5645,43669,2351,515,4859,0.109837724,null,null,6.71,0.08,0,0,93,70,0,0,2.928,0.817332763,1
7/26/2021,Outerbridge,42657,4406,37071,1180,40296,1057,1199,105,0.027662517,null,null,6.71,0.08,0,0,93,70,0,0,2.928,0.869048456,0
7/27/2021,Bayonne,10352,1358,8543,451,9591,415,303,43,0.043566461,null,null,6.71,0,0,0,94,71,0,0,2.928,0.825251159,0
7/27/2021,GWB Lower,65633,0,53081,12552,65126,258,18,231,0.191245258,null,null,6.71,0,0,0,94,71,0,0,2.928,0.808754742,1
7/27/2021,GWB PIP,18512,0,15568,2944,18297,45,2,168,0.159031979,null,null,6.71,0,0,0,94,71,0,0,2.928,0.840968021,1
7/27/2021,GWB Upper,63767,7638,47426,8703,49714,5381,8067,605,0.136481252,null,null,6.71,0,0,0,94,71,0,0,2.928,0.743738925,1
7/27/2021,Goethals,48233,6455,39806,1972,41811,2853,3073,496,0.040884871,null,null,6.71,0,0,0,94,71,0,0,2.928,0.825285593,0
7/27/2021,Holland,38231,10056,26839,1336,36831,1187,6,207,0.034945463,null,null,6.71,0,0,0,94,71,0,0,2.928,0.702021919,0
7/27/2021,Lincoln,51810,3498,42698,5614,43816,2556,612,4826,0.10835746,null,null,6.71,0,0,0,94,71,0,0,2.928,0.824126616,1
7/27/2021,Outerbridge,41780,4217,36440,1123,38996,1235,1437,112,0.026878889,null,null,6.71,0,0,0,94,71,0,0,2.928,0.87218765,0
7/28/2021,Bayonne,10044,1333,8276,435,9271,449,270,54,0.043309438,null,null,7.38,0.04,0,0,87,72,0,0,2.928,0.823974512,0
7/28/2021,GWB Lower,64724,0,52689,12035,64205,216,21,282,0.18594339,null,null,7.38,0.04,0,0,87,72,0,0,2.928,0.81405661,1
7/28/2021,GWB PIP,18886,0,15937,2949,18672,42,2,170,0.156147411,null,null,7.38,0.04,0,0,87,72,0,0,2.928,0.843852589,1
7/28/2021,GWB Upper,66007,7702,49619,8686,51593,5462,8312,640,0.131592104,null,null,7.38,0.04,0,0,87,72,0,0,2.928,0.751723302,1
7/28/2021,Goethals,50183,6718,41525,1940,43681,2949,3049,504,0.03865851,null,null,7.38,0.04,0,0,87,72,0,0,2.928,0.827471454,0
7/28/2021,Holland,38502,11032,26247,1223,37108,1178,5,211,0.031764584,null,null,7.38,0.04,0,0,87,72,0,0,2.928,0.681704847,0
7/28/2021,Lincoln,53231,3602,44107,5522,45278,2523,621,4809,0.103736544,null,null,7.38,0.04,0,0,87,72,0,0,2.928,0.828596119,1
7/28/2021,Outerbridge,42455,4302,37055,1098,39698,1194,1453,110,0.025862678,null,null,7.38,0.04,0,0,87,72,0,0,2.928,0.872806501,0
7/29/2021,Bayonne,9870,1222,8220,428,9105,448,266,51,0.043363728,null,null,8.28,0.57,0,0,81,70,10,1,2.928,0.832826748,0
7/29/2021,GWB Lower,60241,0,49429,10812,59747,219,23,252,0.179479092,null,null,8.28,0.57,0,0,81,70,10,1,2.928,0.820520908,1
7/29/2021,GWB PIP,18567,0,15641,2926,18345,53,1,168,0.157591426,null,null,8.28,0.57,0,0,81,70,10,1,2.928,0.842408574,1
7/29/2021,GWB Upper,67784,7867,50828,9089,53432,5482,8237,633,0.13408769,null,null,8.28,0.57,0,0,81,70,10,1,2.928,0.749852473,1
7/29/2021,Goethals,50368,6672,41697,1999,44035,3000,2856,477,0.039687897,null,null,8.28,0.57,0,0,81,70,10,1,2.928,0.827847046,0
7/29/2021,Holland,38240,11242,25796,1202,36842,1167,6,225,0.031433054,null,null,8.28,0.57,0,0,81,70,10,1,2.928,0.67458159,0
7/29/2021,Lincoln,51864,3525,43032,5307,43883,2493,604,4884,0.102325312,null,null,8.28,0.57,0,0,81,70,10,1,2.928,0.829708468,1
7/29/2021,Outerbridge,38412,3830,33476,1106,35672,1204,1441,95,0.028793085,null,null,8.28,0.57,0,0,81,70,10,1,2.928,0.87149849,0
7/30/2021,Bayonne,11707,1647,9561,499,10879,485,292,51,0.042624071,null,null,14.32,0,0,0,87,67,0,0,2.928,0.816690869,0
7/30/2021,GWB Lower,66466,0,53516,12950,65960,225,19,262,0.194836458,null,null,14.32,0,0,0,87,67,0,0,2.928,0.805163542,1
7/30/2021,GWB PIP,19316,0,15937,3379,19095,48,3,170,0.174932698,null,null,14.32,0,0,0,87,67,0,0,2.928,0.825067302,1
7/30/2021,GWB Upper,74577,9905,54900,9772,61385,5286,7283,623,0.131032356,null,null,14.32,0,0,0,87,67,0,0,2.928,0.736151897,1
7/30/2021,Goethals,53315,7993,43306,2016,47348,2765,2755,447,0.037812998,null,null,14.32,0,0,0,87,67,0,0,2.928,0.812266717,0
7/30/2021,Holland,35682,7380,27142,1160,34557,954,8,163,0.032509388,null,null,14.32,0,0,0,87,67,0,0,2.928,0.76066364,0
7/30/2021,Lincoln,53281,4420,43064,5797,45323,2519,568,4871,0.108800511,null,null,14.32,0,0,0,87,67,0,0,2.928,0.808243089,1
7/30/2021,Outerbridge,42492,4723,36735,1034,39802,1255,1327,108,0.024333992,null,null,14.32,0,0,0,87,67,0,0,2.928,0.864515674,0
7/31/2021,Bayonne,12231,2066,9661,504,11980,183,60,8,0.04120677,null,null,7.16,0,0,0,81,61,0,0,2.928,0.789878178,0
7/31/2021,GWB Lower,62467,0,49122,13345,62244,95,14,114,0.213632798,null,null,7.16,0,0,0,81,61,0,0,2.928,0.786367202,1
7/31/2021,GWB PIP,19239,0,15617,3622,19207,21,1,10,0.188263423,null,null,7.16,0,0,0,81,61,0,0,2.928,0.811736577,1
7/31/2021,GWB Upper,77552,11599,56142,9811,71528,2225,3338,461,0.126508665,null,null,7.16,0,0,0,81,61,0,0,2.928,0.723927171,1
7/31/2021,Goethals,53659,8958,42704,1997,51005,1405,1084,165,0.037216497,null,null,7.16,0,0,0,81,61,0,0,2.928,0.7958404,0
7/31/2021,Holland,39588,13053,25380,1155,39034,425,2,127,0.029175508,null,null,7.16,0,0,0,81,61,0,0,2.928,0.641103365,0
7/31/2021,Lincoln,54598,5713,42566,6319,51037,1155,227,2179,0.11573684,null,null,7.16,0,0,0,81,61,0,0,2.928,0.779625627,1
7/31/2021,Outerbridge,46374,5405,39879,1090,45126,586,575,87,0.02350455,null,null,7.16,0,0,0,81,61,0,0,2.928,0.859943072,0
8/1/2021,Bayonne,14803,2325,11876,602,14640,109,44,10,0.040667432,null,null,5.37,0.13,0,0,80,65,0,0,2.928,0.80226981,0
8/1/2021,GWB Lower,63063,0,50020,13043,62834,90,9,130,0.206824921,null,null,5.37,0.13,0,0,80,65,0,0,2.928,0.793175079,1
8/1/2021,GWB PIP,19844,0,16453,3391,19794,30,1,19,0.170882887,null,null,5.37,0.13,0,0,80,65,0,0,2.928,0.829117113,1
8/1/2021,GWB Upper,67723,9751,49757,8215,63616,1132,2652,323,0.121302955,null,null,5.37,0.13,0,0,80,65,0,0,2.928,0.734713465,1
8/1/2021,Goethals,47347,7232,38474,1641,45499,982,745,121,0.034659007,null,null,5.37,0.13,0,0,80,65,0,0,2.928,0.812596363,0
8/1/2021,Holland,44025,13389,29489,1147,43590,286,4,145,0.026053379,null,null,5.37,0.13,0,0,80,65,0,0,2.928,0.669823964,0
8/1/2021,Lincoln,52297,5377,41122,5798,49712,597,113,1875,0.11086678,null,null,5.37,0.13,0,0,80,65,0,0,2.928,0.786316615,1
8/1/2021,Outerbridge,46234,5169,39943,1122,45489,362,322,61,0.024267855,null,null,5.37,0.13,0,0,80,65,0,0,2.928,0.863931306,0
8/2/2021,Bayonne,9392,1224,7733,435,8694,394,259,45,0.046316014,null,null,7.61,0,0,0,84,63,0,0,2.928,0.823360307,0
8/2/2021,GWB Lower,62544,0,50629,11915,62046,229,26,243,0.190505884,null,null,7.61,0,0,0,84,63,0,0,2.928,0.809494116,1
8/2/2021,GWB PIP,21150,0,17870,3280,20920,47,0,183,0.155082742,null,null,7.61,0,0,0,84,63,0,0,2.928,0.844917258,1
8/2/2021,GWB Upper,67594,8412,50143,9039,54682,4874,7458,580,0.133724887,null,null,7.61,0,0,0,84,63,0,0,2.928,0.741826198,1
8/2/2021,Goethals,53036,7214,43762,2060,47012,2890,2692,442,0.038841542,null,null,7.61,0,0,0,84,63,0,0,2.928,0.825137642,0
8/2/2021,Holland,40626,12118,27214,1294,39217,1207,2,200,0.031851524,null,null,7.61,0,0,0,84,63,0,0,2.928,0.669866588,0
8/2/2021,Lincoln,50314,3733,41299,5282,42633,2332,532,4817,0.104980721,null,null,7.61,0,0,0,84,63,0,0,2.928,0.820825218,1
8/2/2021,Outerbridge,42575,4292,37177,1106,40020,1176,1306,73,0.025977686,null,null,7.61,0,0,0,84,63,0,0,2.928,0.873211979,0
8/3/2021,Bayonne,9838,1215,8218,405,9106,388,299,45,0.041166904,null,null,3.36,0,0,0,82,62,0,0,2.928,0.835332385,0
8/3/2021,GWB Lower,57957,0,47887,10070,57483,224,22,228,0.173749504,null,null,3.36,0,0,0,82,62,0,0,2.928,0.826250496,1
8/3/2021,GWB PIP,18910,0,16013,2897,18708,39,0,163,0.153199365,null,null,3.36,0,0,0,82,62,0,0,2.928,0.846800635,1
